sample_id,geographic_group_025deg,label,partition
262,145_287,0,train
263,145_287,0,train
264,145_287,0,train
265,145_287,0,train
266,145_287,0,train
267,145_287,0,train
268,145_287,0,train
269,145_287,0,train
270,145_287,0,train
271,145_287,0,train
272,145_287,0,train
273,145_287,0,train
274,145_287,0,train
275,145_287,0,train
276,145_287,0,train
277,145_287,0,train
278,145_287,0,train
279,145_287,0,train
280,145_287,0,train
281,145_287,0,train
282,145_287,0,train
283,145_287,0,train
284,145_287,0,train
285,145_287,0,train
286,145_287,0,train
287,145_287,0,train
288,145_287,0,train
289,145_287,0,train
290,145_287,0,train
291,145_287,0,train
292,145_287,0,train
293,145_287,0,train
294,145_287,0,train
295,145_287,0,train
296,145_287,0,train
297,145_287,0,train
298,145_287,0,train
299,145_287,0,train
300,145_287,0,train
301,145_287,0,train
302,145_287,0,train
303,145_287,0,train
304,145_287,0,train
305,145_287,0,train
306,145_287,0,train
307,145_287,0,train
308,145_287,0,train
309,145_287,0,train
310,145_287,0,train
311,145_287,0,train
312,145_287,0,train
313,145_287,0,train
314,145_287,0,train
315,145_287,0,train
316,145_287,0,train
317,145_287,0,train
318,145_287,0,train
319,145_287,0,train
320,145_287,0,train
321,145_287,0,train
322,145_287,0,train
323,145_287,0,train
324,145_287,0,train
325,145_287,0,train
326,145_287,0,train
327,145_287,0,train
328,145_287,0,train
329,145_287,0,train
330,145_287,0,train
331,145_287,0,train
332,145_287,0,train
333,145_287,0,train
334,145_287,0,train
335,145_287,0,train
336,145_287,0,train
337,145_287,0,train
338,145_287,0,train
339,145_287,0,train
340,145_287,0,train
341,145_287,0,train
342,145_287,0,train
343,145_287,0,train
344,145_287,0,train
345,145_287,0,train
346,145_287,0,train
347,145_287,0,train
348,145_287,0,train
349,145_287,0,train
350,145_287,0,train
351,145_287,0,train
352,145_287,0,train
353,145_287,0,train
354,145_287,0,train
355,145_287,0,train
356,145_287,0,train
357,145_287,0,train
358,145_287,0,train
359,145_287,0,train
360,145_287,0,train
361,145_287,0,train
362,145_287,0,train
363,145_287,0,train
364,145_287,0,train
365,145_287,0,train
366,145_287,0,train
367,145_287,0,train
368,145_287,0,train
369,145_287,0,train
370,145_287,0,train
371,145_287,0,train
372,145_287,0,train
373,145_287,0,train
374,145_287,0,train
375,145_287,0,train
376,145_287,0,train
377,145_287,0,train
378,145_287,0,train
379,145_287,0,train
380,145_287,0,train
381,145_287,0,train
382,145_287,0,train
383,145_287,0,train
384,145_287,0,train
385,145_287,0,train
386,145_287,0,train
387,145_287,0,train
388,145_287,0,train
389,145_287,0,train
390,145_287,0,train
391,145_287,0,train
392,145_287,0,train
393,145_287,0,train
394,145_286,0,train
395,145_286,0,train
396,145_286,0,train
397,145_286,0,train
398,145_287,0,train
399,145_287,0,train
400,145_287,0,train
401,145_287,0,train
402,144_287,1,test
403,144_287,0,test
404,144_287,0,test
405,144_287,0,test
406,144_287,0,test
407,144_287,0,test
408,144_287,0,test
409,144_287,0,test
410,144_287,0,test
411,144_287,0,test
412,144_287,0,test
413,144_287,0,test
414,144_287,0,test
415,144_287,0,test
416,144_287,0,test
417,144_287,1,test
418,144_287,1,test
419,144_287,1,test
420,144_287,0,test
421,144_287,0,test
422,144_287,0,test
423,144_287,0,test
424,144_287,0,test
425,144_287,0,test
426,144_287,0,test
427,144_287,0,test
428,144_287,0,test
429,144_287,0,test
430,144_287,0,test
431,144_287,0,test
432,144_287,0,test
433,144_287,0,test
434,144_287,1,test
435,144_287,1,test
436,144_287,1,test
437,143_285,0,validation
438,143_285,0,validation
439,143_285,0,validation
440,143_285,0,validation
441,143_285,0,validation
442,143_285,0,validation
443,143_285,0,validation
444,143_285,0,validation
445,143_285,0,validation
446,143_285,0,validation
447,143_285,0,validation
448,143_285,0,validation
449,143_285,0,validation
450,143_285,0,validation
451,143_285,0,validation
452,143_285,0,validation
453,143_285,0,validation
454,143_285,0,validation
455,143_285,0,validation
456,143_285,0,validation
457,143_285,0,validation
458,144_285,0,validation
459,144_285,0,validation
460,144_285,0,validation
461,144_285,0,validation
462,144_285,0,validation
463,144_285,0,validation
464,144_285,0,validation
465,144_285,0,validation
466,144_285,0,validation
467,144_285,0,validation
468,144_285,0,validation
469,144_285,0,validation
470,144_285,0,validation
471,144_285,0,validation
472,144_285,0,validation
473,144_285,0,validation
474,144_285,0,validation
475,144_285,0,validation
476,144_285,0,validation
477,144_285,0,validation
478,144_285,0,validation
479,144_285,0,validation
480,144_285,0,validation
481,144_285,0,validation
482,144_285,0,validation
483,143_285,0,validation
484,144_285,0,validation
485,144_285,0,validation
486,144_285,0,validation
487,144_285,0,validation
488,144_285,0,validation
489,144_285,0,validation
490,144_285,0,validation
491,144_285,0,validation
492,144_285,0,validation
493,144_285,0,validation
494,144_285,0,validation
495,144_285,0,validation
496,144_285,0,validation
497,144_285,0,validation
498,144_285,0,validation
499,143_285,0,validation
500,143_285,0,validation
501,143_285,0,validation
502,143_285,0,validation
503,143_285,0,validation
504,143_285,0,validation
505,143_286,0,test
506,143_286,0,test
507,143_286,0,test
508,143_285,0,validation
509,143_285,0,validation
510,143_285,0,validation
511,143_285,0,validation
512,143_285,0,validation
513,142_285,0,train
514,142_286,0,train
515,142_286,0,train
516,142_286,0,train
517,142_286,0,train
518,142_286,0,train
519,142_286,0,train
520,142_286,0,train
521,142_286,0,train
522,142_286,0,train
523,142_286,0,train
524,142_286,0,train
525,142_286,0,train
526,142_286,0,train
527,142_286,0,train
528,142_286,0,train
529,142_286,0,train
530,142_286,0,train
531,142_286,0,train
532,142_286,0,train
533,142_286,0,train
534,142_286,0,train
535,142_286,0,train
536,142_286,0,train
537,142_285,0,train
538,142_285,0,train
539,142_285,0,train
540,142_285,0,train
541,142_285,0,train
542,142_285,0,train
543,142_285,0,train
544,142_285,0,train
545,142_285,0,train
546,142_285,0,train
547,142_285,0,train
548,142_285,0,train
549,142_285,0,train
550,142_286,0,train
551,142_286,0,train
552,142_286,0,train
553,143_286,0,test
554,143_286,0,test
555,143_286,0,test
556,143_286,0,test
557,143_286,0,test
558,143_286,0,test
559,143_286,0,test
560,143_286,0,test
561,143_286,0,test
562,143_286,0,test
563,143_286,0,test
564,144_287,1,test
565,144_287,0,test
566,144_287,0,test
567,142_286,0,train
568,142_286,0,train
569,143_286,0,test
570,143_286,0,test
571,143_286,0,test
572,142_286,0,train
573,142_286,0,train
574,142_286,0,train
575,142_286,0,train
576,142_285,0,train
577,144_285,0,validation
578,144_285,0,validation
579,144_285,0,validation
580,144_285,0,validation
581,145_285,0,validation
582,145_285,0,validation
583,145_285,0,validation
584,145_285,0,validation
585,145_285,0,validation
586,145_285,0,validation
587,145_285,0,validation
588,145_285,0,validation
589,145_285,0,validation
590,145_285,0,validation
591,143_285,0,validation
592,144_285,0,validation
593,144_285,0,validation
594,144_285,0,validation
595,144_285,0,validation
596,144_285,0,validation
597,144_285,0,validation
598,144_285,0,validation
599,144_285,0,validation
600,144_285,0,validation
601,144_285,0,validation
602,144_285,0,validation
603,145_285,0,validation
604,145_285,0,validation
605,144_285,0,validation
606,144_285,0,validation
607,144_285,0,validation
608,144_285,0,validation
609,144_285,0,validation
610,144_285,0,validation
611,144_285,0,validation
612,144_284,0,test
613,144_284,0,test
614,144_284,0,test
615,144_284,0,test
616,144_284,0,test
617,144_284,0,test
618,144_284,0,test
619,144_284,0,test
620,144_284,0,test
621,144_284,0,test
622,144_284,0,test
623,144_284,0,test
624,144_284,0,test
625,143_285,0,validation
626,144_285,0,validation
627,144_285,0,validation
628,144_285,0,validation
629,144_285,0,validation
630,144_285,0,validation
631,144_285,0,validation
632,144_284,0,test
633,144_284,0,test
634,144_284,0,test
635,144_284,0,test
636,144_284,0,test
637,144_284,0,test
638,144_284,0,test
639,144_284,0,test
640,144_284,0,test
641,144_284,0,test
642,144_285,0,validation
643,144_285,0,validation
644,144_284,0,test
645,144_285,0,validation
646,144_284,0,test
647,144_284,0,test
648,144_284,0,test
649,144_284,0,test
650,144_284,0,test
651,144_284,0,test
652,144_284,0,test
653,144_284,0,test
654,144_284,0,test
655,144_284,0,test
656,144_284,0,test
657,144_284,0,test
658,144_284,0,test
659,144_284,0,test
660,144_284,0,test
661,144_284,0,test
662,144_284,0,test
663,144_284,0,test
664,144_284,0,test
665,144_284,0,test
666,144_284,0,test
667,143_286,0,test
668,143_286,0,test
669,143_286,0,test
670,143_286,0,test
671,143_286,0,test
672,144_284,0,test
673,144_284,0,test
674,144_284,0,test
675,144_284,0,test
676,144_284,0,test
677,144_284,0,test
678,144_284,0,test
679,144_284,0,test
680,144_285,0,validation
681,144_285,0,validation
682,144_285,0,validation
683,144_285,0,validation
684,144_285,0,validation
685,144_285,0,validation
686,144_285,0,validation
687,144_285,0,validation
688,144_285,0,validation
689,144_285,0,validation
690,144_285,0,validation
691,144_285,0,validation
692,144_285,0,validation
693,143_285,0,validation
694,143_285,0,validation
695,144_285,0,validation
696,144_285,0,validation
697,144_285,0,validation
698,144_285,0,validation
699,144_285,0,validation
700,144_285,0,validation
701,144_285,0,validation
702,144_285,0,validation
703,144_285,0,validation
704,144_285,0,validation
705,145_286,0,train
706,145_286,0,train
707,145_286,0,train
708,144_285,0,validation
709,143_285,0,validation
710,143_286,0,test
711,143_286,0,test
712,145_287,0,train
713,145_286,0,train
714,145_286,0,train
715,145_287,0,train
716,145_287,0,train
717,145_287,0,train
718,145_287,0,train
719,145_287,0,train
720,145_287,0,train
721,145_287,0,train
722,141_288,0,train
723,141_288,0,train
724,141_288,0,train
725,141_288,0,train
726,141_288,0,train
727,141_288,0,train
728,141_288,0,train
729,141_288,0,train
730,141_288,0,train
731,141_288,0,train
732,141_288,0,train
733,141_288,0,train
734,141_288,0,train
735,141_288,0,train
736,141_288,0,train
737,141_288,0,train
738,141_288,0,train
739,141_288,0,train
740,141_288,0,train
741,141_288,0,train
742,141_288,0,train
743,141_288,0,train
744,141_288,0,train
745,141_288,0,train
746,141_288,0,train
747,141_288,0,train
748,142_288,0,train
749,142_288,0,train
750,142_288,0,train
751,142_288,0,train
752,142_288,0,train
753,142_288,0,train
754,142_288,0,train
755,142_289,0,validation
756,142_289,0,validation
757,142_289,0,validation
758,142_289,0,validation
759,142_289,0,validation
760,142_289,0,validation
761,142_289,0,validation
762,142_289,0,validation
763,142_289,0,validation
764,142_289,0,validation
765,142_289,0,validation
766,142_289,0,validation
767,142_289,0,validation
768,142_289,0,validation
769,142_289,0,validation
770,142_289,0,validation
771,142_289,0,validation
772,142_289,0,validation
773,142_289,0,validation
774,142_289,0,validation
775,142_288,0,train
776,142_288,0,train
777,142_288,0,train
778,142_288,0,train
779,142_288,0,train
780,142_289,0,validation
781,142_289,0,validation
782,142_289,0,validation
783,142_289,0,validation
784,142_289,0,validation
785,142_289,0,validation
786,142_289,0,validation
787,142_289,0,validation
788,142_289,0,validation
789,142_288,0,train
790,142_288,0,train
791,142_288,0,train
792,142_288,0,train
793,142_288,0,train
794,142_288,0,train
795,142_288,0,train
796,142_288,0,train
797,142_287,0,train
798,142_288,0,train
799,142_288,0,train
800,142_288,0,train
801,142_288,0,train
802,142_288,0,train
803,142_288,0,train
804,142_288,0,train
805,142_288,0,train
806,142_288,0,train
807,142_288,0,train
808,143_287,1,train
809,143_287,1,train
810,143_288,1,train
811,143_288,1,train
812,143_288,1,train
813,143_288,1,train
814,143_288,1,train
815,143_288,0,train
816,143_288,0,train
817,143_288,0,train
818,143_288,0,train
819,143_288,0,train
820,143_288,0,train
821,143_288,0,train
822,143_288,0,train
823,143_288,0,train
824,143_288,0,train
825,143_288,0,train
826,143_288,0,train
827,143_289,0,train
828,143_289,0,train
829,143_289,0,train
830,143_289,1,train
831,143_289,1,train
832,143_289,0,train
833,143_289,1,train
834,143_288,1,train
835,143_288,1,train
836,143_287,0,train
837,142_289,0,validation
838,142_289,0,validation
839,142_289,0,validation
840,142_289,0,validation
841,142_289,0,validation
842,142_289,0,validation
843,142_288,0,train
844,142_288,0,train
845,142_288,0,train
846,142_288,0,train
847,142_288,0,train
848,142_289,0,validation
849,142_289,0,validation
850,142_289,0,validation
851,142_287,0,train
852,141_289,0,test
853,141_289,0,test
854,141_289,0,test
855,141_289,0,test
856,141_289,0,test
857,141_289,0,test
858,140_289,0,train
859,140_289,0,train
860,140_289,0,train
861,140_289,0,train
862,140_289,0,train
863,140_289,0,train
864,140_289,0,train
865,140_289,0,train
866,140_289,0,train
867,140_289,0,train
868,140_289,0,train
869,140_289,0,train
870,140_289,0,train
871,141_289,0,test
872,141_289,0,test
873,141_289,0,test
874,141_289,0,test
875,141_289,0,test
876,141_289,0,test
877,141_289,0,test
878,141_289,0,test
879,141_289,0,test
880,141_289,0,test
881,141_289,0,test
882,141_289,0,test
883,141_289,0,test
884,141_289,0,test
885,141_289,0,test
886,141_289,0,test
887,141_289,0,test
888,141_290,0,train
889,141_290,0,train
890,141_290,0,train
891,141_290,0,train
892,141_289,0,test
893,141_289,0,test
894,141_289,0,test
895,141_289,0,test
896,141_289,0,test
897,141_289,0,test
898,141_289,0,test
899,141_289,0,test
900,141_289,0,test
901,141_289,0,test
902,141_289,0,test
903,141_289,0,test
904,141_289,0,test
905,141_289,0,test
906,141_289,0,test
907,141_289,0,test
908,141_289,0,test
909,141_289,0,test
910,141_289,0,test
911,141_290,0,train
912,141_290,0,train
913,141_289,0,test
914,141_290,0,train
915,142_289,0,validation
916,142_289,0,validation
917,142_289,0,validation
918,142_289,0,validation
919,142_289,0,validation
920,142_290,0,train
921,142_290,0,train
922,142_290,0,train
923,142_290,0,train
924,142_290,0,train
925,142_290,0,train
926,142_290,0,train
927,142_289,0,validation
928,143_290,0,train
929,143_290,0,train
930,143_290,0,train
931,143_290,0,train
932,143_290,0,train
933,143_290,0,train
934,143_290,0,train
935,142_290,0,train
936,142_290,0,train
937,142_290,0,train
938,142_290,0,train
939,142_290,0,train
940,142_290,0,train
941,142_290,0,train
942,144_290,0,validation
943,144_290,0,validation
944,143_290,0,train
945,143_290,0,train
946,143_290,0,train
947,143_290,0,train
948,143_290,0,train
949,143_290,0,train
950,142_292,0,test
951,142_292,0,test
952,142_292,0,test
953,142_290,0,train
954,142_290,0,train
955,142_290,0,train
956,142_290,0,train
957,144_290,0,validation
958,144_290,0,validation
959,142_292,1,test
960,142_292,0,test
961,142_292,0,test
962,142_292,0,test
963,142_292,0,test
964,142_292,0,test
965,142_292,0,test
966,142_292,0,test
967,142_292,0,test
968,142_292,0,test
969,142_292,0,test
970,142_292,0,test
971,142_292,0,test
972,142_292,0,test
973,142_292,0,test
974,142_292,0,test
975,142_292,0,test
976,142_292,0,test
977,142_292,0,test
978,142_292,0,test
979,142_292,0,test
980,142_292,0,test
981,142_292,0,test
982,142_292,0,test
983,142_292,0,test
984,142_292,0,test
985,142_292,0,test
986,142_292,0,test
987,142_292,0,test
988,142_292,0,test
989,142_292,0,test
990,142_292,0,test
991,142_292,0,test
992,142_292,0,test
993,142_292,0,test
994,142_292,1,test
995,142_292,1,test
996,142_292,1,test
997,142_292,1,test
998,142_292,1,test
999,142_292,1,test
1000,142_292,1,test
1001,142_292,1,test
1002,143_292,0,train
1003,143_292,0,train
1004,143_292,0,train
1005,143_292,0,train
1006,143_292,0,train
1007,143_292,0,train
1008,143_292,0,train
1009,143_291,0,test
1010,143_291,0,test
1011,143_292,0,train
1012,143_292,0,train
1013,143_292,0,train
1014,143_291,0,test
1015,143_291,0,test
1016,143_291,0,test
1017,143_291,0,test
1018,143_291,0,test
1019,143_291,0,test
1020,143_291,0,test
1021,143_291,0,test
1022,143_291,0,test
1023,143_291,0,test
1024,143_291,0,test
1025,143_291,0,test
1026,143_292,0,train
1027,143_292,0,train
1028,143_292,0,train
1029,143_292,0,train
1030,143_292,0,train
1031,143_292,0,train
1032,143_292,0,train
1033,143_292,0,train
1034,143_292,0,train
1035,143_292,0,train
1036,143_292,0,train
1037,143_292,0,train
1038,143_292,0,train
1039,143_292,0,train
1040,143_292,0,train
1041,143_292,0,train
1042,143_292,0,train
1043,143_292,0,train
1044,143_292,0,train
1045,143_292,0,train
1046,143_292,0,train
1047,143_292,0,train
1048,143_292,0,train
1049,143_292,0,train
1050,142_292,0,test
1051,142_292,0,test
1052,142_292,0,test
1053,142_292,0,test
1054,142_292,0,test
1055,142_292,0,test
1056,143_292,0,train
1057,143_292,0,train
1058,143_292,0,train
1059,143_292,0,train
1060,143_292,0,train
1061,143_292,0,train
1062,143_292,0,train
1063,143_292,0,train
1064,143_292,0,train
1065,143_292,0,train
1066,143_292,0,train
1067,143_292,0,train
1068,143_292,0,train
1069,143_292,0,train
1070,143_292,0,train
1071,143_292,0,train
1072,143_292,0,train
1073,143_292,0,train
1074,143_292,0,train
1075,143_292,0,train
1076,143_292,0,train
1077,143_292,0,train
1078,143_292,0,train
1079,143_292,0,train
1080,143_292,0,train
1081,143_292,0,train
1082,143_292,0,train
1083,143_292,0,train
1084,143_292,0,train
1085,143_292,0,train
1086,143_292,0,train
1087,143_292,0,train
1088,143_292,0,train
1089,143_292,0,train
1090,143_292,0,train
1091,143_292,0,train
1092,143_292,0,train
1093,143_292,0,train
1094,143_291,0,test
1095,143_291,0,test
1096,143_292,0,train
1097,143_292,0,train
1098,143_292,0,train
1099,143_292,0,train
1100,143_292,0,train
1101,143_292,0,train
1102,143_292,0,train
1103,143_292,0,train
1104,143_292,0,train
1105,143_292,0,train
1106,143_292,0,train
1107,143_292,0,train
1108,143_292,0,train
1109,143_292,0,train
1110,143_292,0,train
1111,143_292,0,train
1112,143_292,0,train
1113,143_292,0,train
1114,143_292,0,train
1115,143_292,0,train
1116,143_292,0,train
1117,143_292,0,train
1118,143_292,0,train
1119,143_292,0,train
1120,143_292,0,train
1121,143_292,0,train
1122,143_292,0,train
1123,143_292,0,train
1124,143_292,0,train
1125,143_292,0,train
1126,143_292,0,train
1127,143_292,0,train
1128,143_292,0,train
1129,143_292,0,train
1130,143_292,0,train
1131,143_292,0,train
1132,143_292,0,train
1133,143_292,0,train
1134,143_292,0,train
1135,143_293,0,train
1136,143_293,0,train
1137,143_292,0,train
1138,143_293,0,train
1139,143_293,0,train
1140,143_293,0,train
1141,143_292,0,train
1142,143_292,0,train
1143,143_292,0,train
1144,143_292,0,train
1145,143_292,0,train
1146,143_292,0,train
1147,143_292,0,train
1148,143_292,0,train
1149,143_292,0,train
1150,143_292,0,train
1151,143_292,0,train
1152,143_292,0,train
1153,143_293,0,train
1154,143_293,0,train
1155,144_293,0,validation
1156,144_292,1,test
1157,144_292,1,test
1158,144_293,0,validation
1159,144_293,0,validation
1160,144_293,0,validation
1161,144_293,0,validation
1162,144_292,1,test
1163,144_292,1,test
1164,144_292,1,test
1165,144_292,1,test
1166,144_292,1,test
1167,144_292,1,test
1168,144_292,1,test
1169,144_292,1,test
1170,144_292,1,test
1171,144_292,1,test
1172,144_292,1,test
1173,144_292,0,test
1174,144_292,0,test
1175,144_292,0,test
1176,144_292,1,test
1177,144_293,0,validation
1178,144_292,0,test
1179,144_292,0,test
1180,144_292,0,test
1181,144_292,0,test
1182,144_292,0,test
1183,145_292,0,validation
1184,145_292,0,validation
1185,145_292,0,validation
1186,145_292,0,validation
1187,145_292,0,validation
1188,145_292,0,validation
1189,145_292,0,validation
1190,145_292,0,validation
1191,145_292,0,validation
1192,145_292,0,validation
1193,145_292,0,validation
1194,144_292,0,test
1195,145_293,0,train
1196,145_293,0,train
1197,145_292,0,validation
1198,145_292,0,validation
1199,145_292,0,validation
1200,145_292,0,validation
1201,142_291,0,train
1202,142_291,0,train
1203,142_291,0,train
1204,142_291,0,train
1205,143_291,0,test
1206,143_291,0,test
1207,143_291,0,test
1208,143_291,0,test
1209,143_291,0,test
1210,143_291,0,test
1211,143_291,0,test
1212,143_291,0,test
1213,143_291,0,test
1214,143_291,0,test
1215,143_290,0,train
1216,143_291,0,test
1217,143_291,0,test
1218,143_291,0,test
1219,143_291,0,test
1220,143_291,0,test
1221,143_291,0,test
1222,143_291,0,test
1223,144_291,0,train
1224,144_291,0,train
1225,143_291,0,test
1226,143_290,0,train
1227,143_290,0,train
1228,143_291,0,test
1229,143_291,0,test
1230,143_291,0,test
1231,144_291,0,train
1232,144_291,0,train
1233,144_291,0,train
1234,144_291,0,train
1235,144_291,0,train
1236,143_291,0,test
1237,143_291,0,test
1238,143_291,0,test
1239,143_291,0,test
1240,143_291,0,test
1241,143_291,0,test
1242,143_291,0,test
1243,143_290,0,train
1244,143_291,0,test
1245,143_291,0,test
1246,144_291,0,train
1247,144_291,0,train
1248,144_290,0,validation
1249,144_291,0,train
1250,144_292,0,test
1251,144_292,0,test
1252,144_292,0,test
1253,145_292,0,validation
1254,145_292,0,validation
1255,145_292,0,validation
1256,145_292,0,validation
1257,145_292,0,validation
1258,145_292,0,validation
1259,145_292,0,validation
1260,145_292,0,validation
1261,145_292,0,validation
1262,145_291,0,validation
1263,145_292,0,validation
1264,145_292,0,validation
1265,143_292,0,train
1266,143_292,0,train
1267,143_292,0,train
1268,143_292,0,train
1269,143_292,0,train
1270,143_292,0,train
1271,144_294,0,train
1272,144_294,0,train
1273,144_294,0,train
1274,144_294,0,train
1275,144_294,0,train
1276,144_294,0,train
1277,144_295,0,test
1278,144_294,0,train
1279,144_294,0,train
1280,144_294,0,train
1281,144_294,0,train
1282,144_294,0,train
1283,144_294,0,train
1284,144_294,0,train
1285,144_294,0,train
1286,144_294,0,train
1287,143_294,0,train
1288,144_294,0,train
1289,144_294,0,train
1290,143_294,0,train
1291,144_294,0,train
1292,144_294,0,train
1293,144_294,0,train
1294,144_294,0,train
1295,144_295,0,test
1296,144_295,0,test
1297,144_295,0,test
1298,144_295,0,test
1299,143_295,0,train
1300,143_295,0,train
1301,143_295,0,train
1302,143_295,0,train
1303,143_295,0,train
1304,143_295,0,train
1305,143_295,0,train
1306,143_295,0,train
1307,143_295,0,train
1308,143_295,0,train
1309,143_295,0,train
1310,143_295,0,train
1311,143_295,0,train
1312,143_295,0,train
1313,143_295,0,train
1314,143_295,0,train
1315,143_295,0,train
1316,143_295,0,train
1317,143_295,0,train
1318,143_295,0,train
1319,143_295,0,train
1320,143_295,0,train
1321,143_295,0,train
1322,143_294,0,train
1323,143_294,0,train
1324,143_294,0,train
1325,143_294,0,train
1326,143_294,0,train
1327,143_294,0,train
1328,143_294,0,train
1329,143_294,0,train
1330,143_294,0,train
1331,143_294,0,train
1332,143_294,0,train
1333,143_294,0,train
1334,143_294,0,train
1335,143_294,0,train
1336,143_294,0,train
